id,conditionId,slug,url,embedSrc,question,category,why,volume,volume24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON
2099029,0x1db02ba50e2312a62b4104de691cc7a76065d8d0da40decf93eb1b914a3217b7,us-x-iran-permanent-peace-deal-by-may-15-2026-144-885-839,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-may-15-2026-144-885-839,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-may-15-2026-144-885-839&features=volume&theme=light,"US x Iran permanent peace deal by May 15, 2026?",,"24h $790,508 • spread 0.001 • TTR 1.4d",15798268.761810033,790509.0,-0.004,-24.2424,2026-05-15T00:00:00+00:00,1.383,1,0.001,-0.987,0.0125,0,"[{""name"": ""Top"", ""bestBid"": 0.012, ""bestAsk"": 0.013}]"
2054133,0xffe381a80c1e36f9e0b03a542aa8fe56e74a67d2566a4e29396d4427aa4244c9,strait-of-hormuz-traffic-returns-to-normal-by-may-15,https://polymarket.com/event/strait-of-hormuz-traffic-returns-to-normal-by-may-15,https://embed.polymarket.com/market.html?market=strait-of-hormuz-traffic-returns-to-normal-by-may-15&features=volume&theme=light,Strait of Hormuz traffic returns to normal by May 15?,,"24h $1,121,901 • spread 0.001 • TTR 1.4d",14631320.337619968,1121901.78,-0.002,-44.4444,2026-05-15T00:00:00+00:00,1.383,1,0.001,-0.997,0.0025,0,"[{""name"": ""Top"", ""bestBid"": 0.002, ""bestAsk"": 0.003}]"
958443,0x9352c559e9648ab4cab236087b64ca85c5b7123a4c7d9d7d4efde4a39c18056f,will-the-iranian-regime-fall-by-june-30,https://polymarket.com/event/will-the-iranian-regime-fall-by-june-30,https://embed.polymarket.com/market.html?market=will-the-iranian-regime-fall-by-june-30&features=volume&theme=light,Will the Iranian regime fall by June 30?,,"24h $88,142 • spread 0.010 • TTR 47.4d",39403966.094838925,88142.88,0.0,0.0,2026-06-30T00:00:00+00:00,47.383,1,0.01,-0.95,0.045,0,"[{""name"": ""Top"", ""bestBid"": 0.04, ""bestAsk"": 0.05}]"
703258,0x0b4cc3b739e1dfe5d73274740e7308b6fb389c5af040c3a174923d928d134bee,will-jesus-christ-return-before-2027,https://polymarket.com/event/will-jesus-christ-return-before-2027,https://embed.polymarket.com/market.html?market=will-jesus-christ-return-before-2027&features=volume&theme=light,Will Jesus Christ return before 2027?,,"24h $47,535 • spread 0.001 • TTR 231.4d",62559890.60630434,47535.06,0.001,4.6512,2026-12-31T00:00:00+00:00,231.383,1,0.001,-0.977,0.0225,0,"[{""name"": ""Top"", ""bestBid"": 0.022, ""bestAsk"": 0.023}]"
1919425,0x0e4a0c937b8934c2475613b6322b3f8edc8dedc24762e01e42b0e6f87424a089,us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192&features=volume&theme=light,"US x Iran permanent peace deal by May 31, 2026?",,"24h $727,297 • spread 0.010 • TTR 17.4d",22003673.492810715,727297.27,-0.04,-24.2424,2026-05-31T00:00:00+00:00,17.383,1,0.01,-0.87,0.125,0,"[{""name"": ""Top"", ""bestBid"": 0.12, ""bestAsk"": 0.13}]"
558960,0x965ebc5d79eb1ec02cad67245a44b9e45b33359018f013fb6cf81d5bbf7bcc8d,will-uzbekistan-win-the-2026-fifa-world-cup-773,https://polymarket.com/event/will-uzbekistan-win-the-2026-fifa-world-cup-773,https://embed.polymarket.com/market.html?market=will-uzbekistan-win-the-2026-fifa-world-cup-773&features=volume&theme=light,Will Uzbekistan win the 2026 FIFA World Cup?,,"24h $120,218 • spread 0.001 • TTR 67.4d",38357371.14841762,120218.14,0.0,0.0,2026-07-20T00:00:00+00:00,67.383,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]"
566170,0xe06c8e9546be61e4ba8b03ad431dfff590fc6b21a5b746e71f62ae85f1dcad6a,will-club-brugge-win-the-202526-champions-league,https://polymarket.com/event/will-club-brugge-win-the-202526-champions-league,https://embed.polymarket.com/market.html?market=will-club-brugge-win-the-202526-champions-league&features=volume&theme=light,Will Club Brugge win the 2025–26 Champions League?,,"24h $2,000 • TTR 17.4d",19368305.377014894,2000.0,0.0,0.0,2026-05-31T00:00:00+00:00,17.383,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]"
1707932,0x789c947a9415600d30d56a4aae88d4111996679b0caed166d0c96242fdce92a2,will-the-iranian-regime-fall-by-may-31,https://polymarket.com/event/will-the-iranian-regime-fall-by-may-31,https://embed.polymarket.com/market.html?market=will-the-iranian-regime-fall-by-may-31&features=volume&theme=light,Will the Iranian regime fall by May 31?,,"24h $290,812 • spread 0.001 • TTR 17.4d",19089894.546827182,290812.2,-0.003,-18.1818,2026-05-31T00:00:00+00:00,17.383,1,0.001,-0.986,0.0135,0,"[{""name"": ""Top"", ""bestBid"": 0.013, ""bestAsk"": 0.014}]"
558978,0xdb4b2f370c3d0e996fbb32213c87aa5402936e3d4882432b6738e2f5661b79a6,will-curaao-win-the-2026-fifa-world-cup,https://polymarket.com/event/will-curaao-win-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-curaao-win-the-2026-fifa-world-cup&features=volume&theme=light,Will Curaçao win the 2026 FIFA World Cup?,,"24h $104,790 • spread 0.001 • TTR 67.4d",35882997.81291613,104790.89,0.0,0.0,2026-07-20T00:00:00+00:00,67.383,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]"
558943,0xcdb1f0400949238a63d3e88243d2ada08cd9c2a71985ced9f0cfd5e66354cf90,will-usa-win-the-2026-fifa-world-cup-467,https://polymarket.com/event/will-usa-win-the-2026-fifa-world-cup-467,https://embed.polymarket.com/market.html?market=will-usa-win-the-2026-fifa-world-cup-467&features=volume&theme=light,Will USA win the 2026 FIFA World Cup?,,"24h $124,281 • spread 0.001 • TTR 67.4d",31604198.246614404,124281.21,0.0,0.0,2026-07-20T00:00:00+00:00,67.383,1,0.001,-0.984,0.0155,0,"[{""name"": ""Top"", ""bestBid"": 0.015, ""bestAsk"": 0.016}]"
