id,conditionId,slug,url,embedSrc,question,category,why,volume,volume24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON
2099029,0x1db02ba50e2312a62b4104de691cc7a76065d8d0da40decf93eb1b914a3217b7,us-x-iran-permanent-peace-deal-by-may-15-2026-144-885-839,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-may-15-2026-144-885-839,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-may-15-2026-144-885-839&features=volume&theme=light,"US x Iran permanent peace deal by May 15, 2026?",,"24h $1,429,249 • spread 0.001 • TTR 2.8d",14577346.86289908,1429249.18,-0.028,-61.5385,2026-05-15T00:00:00+00:00,2.843,1,0.001,-0.983,0.0165,0,"[{""name"": ""Top"", ""bestBid"": 0.016, ""bestAsk"": 0.017}]"
958443,0x9352c559e9648ab4cab236087b64ca85c5b7123a4c7d9d7d4efde4a39c18056f,will-the-iranian-regime-fall-by-june-30,https://polymarket.com/event/will-the-iranian-regime-fall-by-june-30,https://embed.polymarket.com/market.html?market=will-the-iranian-regime-fall-by-june-30&features=volume&theme=light,Will the Iranian regime fall by June 30?,,"24h $374,241 • spread 0.010 • TTR 48.8d",39023340.92934767,374241.97,-0.01,-15.3846,2026-06-30T00:00:00+00:00,48.843,1,0.01,-0.94,0.055,0,"[{""name"": ""Top"", ""bestBid"": 0.05, ""bestAsk"": 0.06}]"
2054133,0xffe381a80c1e36f9e0b03a542aa8fe56e74a67d2566a4e29396d4427aa4244c9,strait-of-hormuz-traffic-returns-to-normal-by-may-15,https://polymarket.com/event/strait-of-hormuz-traffic-returns-to-normal-by-may-15,https://embed.polymarket.com/market.html?market=strait-of-hormuz-traffic-returns-to-normal-by-may-15&features=volume&theme=light,Strait of Hormuz traffic returns to normal by May 15?,,"24h $636,555 • spread 0.001 • TTR 2.8d",13273797.929905953,636555.58,-0.001,-13.3333,2026-05-15T00:00:00+00:00,2.843,1,0.001,-0.993,0.0065,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.007}]"
703258,0x0b4cc3b739e1dfe5d73274740e7308b6fb389c5af040c3a174923d928d134bee,will-jesus-christ-return-before-2027,https://polymarket.com/event/will-jesus-christ-return-before-2027,https://embed.polymarket.com/market.html?market=will-jesus-christ-return-before-2027&features=volume&theme=light,Will Jesus Christ return before 2027?,,"24h $173,769 • spread 0.001 • TTR 232.8d",62496753.45585343,173769.37,0.003,16.2162,2026-12-31T00:00:00+00:00,232.843,1,0.001,-0.978,0.0215,0,"[{""name"": ""Top"", ""bestBid"": 0.021, ""bestAsk"": 0.022}]"
1919425,0x0e4a0c937b8934c2475613b6322b3f8edc8dedc24762e01e42b0e6f87424a089,us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192&features=volume&theme=light,"US x Iran permanent peace deal by May 31, 2026?",,"24h $1,086,712 • spread 0.010 • TTR 18.8d",21135423.500778936,1086712.29,-0.03,-14.6341,2026-05-31T00:00:00+00:00,18.843,1,0.01,-0.82,0.175,0,"[{""name"": ""Top"", ""bestBid"": 0.17, ""bestAsk"": 0.18}]"
558960,0x965ebc5d79eb1ec02cad67245a44b9e45b33359018f013fb6cf81d5bbf7bcc8d,will-uzbekistan-win-the-2026-fifa-world-cup-773,https://polymarket.com/event/will-uzbekistan-win-the-2026-fifa-world-cup-773,https://embed.polymarket.com/market.html?market=will-uzbekistan-win-the-2026-fifa-world-cup-773&features=volume&theme=light,Will Uzbekistan win the 2026 FIFA World Cup?,,"24h $685,785 • spread 0.001 • TTR 68.8d",38215605.88741766,685785.17,-0.001,-40.0,2026-07-20T00:00:00+00:00,68.843,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]"
566170,0xe06c8e9546be61e4ba8b03ad431dfff590fc6b21a5b746e71f62ae85f1dcad6a,will-club-brugge-win-the-202526-champions-league,https://polymarket.com/event/will-club-brugge-win-the-202526-champions-league,https://embed.polymarket.com/market.html?market=will-club-brugge-win-the-202526-champions-league&features=volume&theme=light,Will Club Brugge win the 2025–26 Champions League?,,"24h $2,000 • TTR 18.8d",19277235.377014894,2000.0,0.0,0.0,2026-05-31T00:00:00+00:00,18.843,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]"
558978,0xdb4b2f370c3d0e996fbb32213c87aa5402936e3d4882432b6738e2f5661b79a6,will-curaao-win-the-2026-fifa-world-cup,https://polymarket.com/event/will-curaao-win-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-curaao-win-the-2026-fifa-world-cup&features=volume&theme=light,Will Curaçao win the 2026 FIFA World Cup?,,"24h $1,391,984 • spread 0.001 • TTR 68.8d",35756939.802916154,1391984.95,-0.001,-40.0,2026-07-20T00:00:00+00:00,68.843,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]"
1707932,0x789c947a9415600d30d56a4aae88d4111996679b0caed166d0c96242fdce92a2,will-the-iranian-regime-fall-by-may-31,https://polymarket.com/event/will-the-iranian-regime-fall-by-may-31,https://embed.polymarket.com/market.html?market=will-the-iranian-regime-fall-by-may-31&features=volume&theme=light,Will the Iranian regime fall by May 31?,,"24h $373,701 • spread 0.001 • TTR 18.8d",18316566.082689114,373701.86,0.0,0.0,2026-05-31T00:00:00+00:00,18.843,1,0.001,-0.98,0.0195,0,"[{""name"": ""Top"", ""bestBid"": 0.019, ""bestAsk"": 0.02}]"
558943,0xcdb1f0400949238a63d3e88243d2ada08cd9c2a71985ced9f0cfd5e66354cf90,will-usa-win-the-2026-fifa-world-cup-467,https://polymarket.com/event/will-usa-win-the-2026-fifa-world-cup-467,https://embed.polymarket.com/market.html?market=will-usa-win-the-2026-fifa-world-cup-467&features=volume&theme=light,Will USA win the 2026 FIFA World Cup?,,"24h $162,956 • spread 0.001 • TTR 68.8d",31448891.991106503,162956.87,0.0,0.0,2026-07-20T00:00:00+00:00,68.843,1,0.001,-0.984,0.0155,0,"[{""name"": ""Top"", ""bestBid"": 0.015, ""bestAsk"": 0.016}]"
